ID|SalesArea|TimeSince1stOpening|TimeSinceLastOpening|HasCoffee|IsInShoppingMall|HasOnSiteBakery|Population_by_ZC_area_500m|Population500m|Population200m|Population100m|PurchasingPower500m|PurchasingPower200m|PurchasingPower100m|AlcSpending|FoodNonAlcSpending|TobaccoSpending|PopulationDistrict|NonNetworkShopsPerPop|NonNetworkShopsPerPP|NonNetworkShops|ZabkaCount500m|ZabkaCount200m|ZabkaCount100m|SelectedGFKNetworksPerPop|SelectedGFKNetworksPerPP|SelectedGFKNetworksPerZCArea|SelectedGFKNetworks|HighPriceCompetitors500m|HighPriceCompetitors200m|HighPriceCompetitors100m|LowPriceCompetitors500m|LowPriceCompetitors200m|LowPriceCompetitors100m|Discount_500mers500m|Discount_200mers200m|Discount_100mers100m|LiquorStores500m|LiquorStores200m|LiquorStores100m|DirectCompetitors500m|DirectCompetitors200m|DirectCompetitors100m|traditional_shops_100m|traditional_shops_200m|traditional_shops_500m|HasBiedronkaIn500|HasBiedronkaIn200|HasBiedronkaIn100|HasOtherDiscounterIn500|HasOtherDiscounterIn200|HasOtherDiscounterIn100|HasLiqureStoreIn500|HasLiqureStoreIn200|HasLiqureStoreIn100|DirectCompetitorsPerPP100K500m|DirectCompetitorsPerPP100K200m|DirectCompetitorsPerPP100K100m|DistanceCenterCompetitorsin200|TransportPOIs500m|TransportPOIs200m|TransportPOIs100m|TrafficDriversPOIs500m|TrafficDriversPOIs200m|TrafficDriversPOIs100m|AccomodationPlaces|CafeRestaurants500m|CafeRestaurants200m|CafeRestaurants100m|HasBigTrafficGenerator500m|HasBigTrafficGenerator200m|HasBigTrafficGenerator100m|HasChurchesIn500|HasChurchesIn200|HasChurchesIn100|HasBigDrugstoreIn100|HasSchoolIn200|HasSchoolIn100|HasMetroTrainStIn500|HasMetroTrainStIn200|HasMetroTrainStIn100|HasBusStopIn100|HasBusStopIn50|HasHospitalIn50|OfficeArea500m|OfficeArea200m|OfficeArea100m|asRuralArea500m|RuralArea200m|RuralArea100m|IsOfficeDistrict|DistanceCenterTrafficDriversin200|HasRossmannIn100|DistrictCategory|PP_PC_GMINA_CAT|POP_GMINA_CAT|IsCapitalCity|odl_drogi_krajowe_50m|odl_drogi_krajowe_25m|LocationClass|odl_drogi_sec_tert_25m|AccomodationPlacesPerPop|IsTouristicDistrict
2809|0,13432835820895522|,294736842105|,111731843575|0|0|0|80|4286|12,78578990972327|3,1964469506344315|1950888,4840500609|312142,76398314431|78035,678134970978|147408|831072|119751|38977|1,0375000000000001|4,2544717793244288E-5|83|1|1|1|8,7499999999999994E-2|3,5881087295507233E-6|1,5236664664140093E-8|7|2|0|0|0|0|0|1|1|0|3|1|3|1|0|0|0|1|5|1|1|0|0|0|0|1|1|1|0,1025173922728778|0,32036622833710793|1,2814651245426405|90,117310937558429|0|0|0|3|1|0|292|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|3,8550804570045359E-2|0|0|0|42,934396128182044|0|miejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|7,4915976088462424|0
2821|0,14626865671641792|,278947368421|,296089385474|0|0|0|64|3749|10,188178200654022|2,5470488322035894|1341511,1077875805|214641,94221583888|53660,575766889073|15546|91058|13172|17457|0,46875|2,2362841295795148E-5|30|2|1|1|0,046875|2,236284129579515E-6|1,0227282462908537E-8|3|0|0|0|0|0|0|2|0|0|1|1|1|0|0|0|1|3|4|1|0|0|1|0|0|1|1|0|0,14908560863863432|0,46589216891935487|1,8635655426884996|103,68787753422525|0|0|0|10|4|3|185|1|0|0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|7,3829995952885724E-2|0|0|0|20,451631620122566|1|miejska|20-25TYS|<20TYS|0|0|0|shopping street|1|10,59746806438678|0
2845|0,18805970149253731|,263157894736|,279329608938|0|0|0|331|825|52,95134302957883|13,237830803971892|8554280,080976408|1368684,5056699857|342170,99838159268|50836|293208|42527|6937|0,23262839879154079|9,0013419330561617E-6|77|1|1|1|1,2084592145015106E-2|4,6760217834057982E-7|3,2043004910403723E-8|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1,1690054458514496E-2|7,3062856769207693E-2|0,29225153643348512|200|4|2|0|0|0|0|96|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,62231914998696813|0,22359537586825401|6,7470863818641758E-2|0|140,32344388034909|0|wiejska|20-25TYS|<20TYS|0|1|1|rural area|0|13,838835231368027|0
2854|0,14925373134328357|,273684210526|,022346368715|0|0|0|378|5731|60,556749470833608|15,139073342982979|10190590,559202995|1630487,9429880402|407618,91563605401|196218|1113508|163366|126049|0,47354497354497355|1,7565223424499901E-5|179|6|4|1|4,2328042328042326E-2|1,5700758368268069E-6|5,8215185238845799E-8|16|7|2|1|0|0|0|1|0|0|3|0|3|1|1|1|0|1|17|1|0|0|0|0|0|1|0|0|6,8690817861172801E-2|0,30665666811598591|0,49065436447648003|41,627464380578829|22|4|2|23|11|2|1098|11|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|51,090931296736613|0|miejska|25-30TYS|50-200TYS|0|0|0|transport hub|0|8,7108981427857426|0
2886|0,14029850746268657|,263157894736|,022346368715|0|0|0|128|4159|20,42880454007776|5,1072164439693726|2758408,1354489992|441344,14236548351|110336,36632611188|291361|1709879|259410|20444|0,34375|1,5951229056550732E-5|44|3|1|1|0,078125|3,6252793310342569E-6|6,7421966300839291E-8|10|1|1|1|1|0|0|1|0|0|0|0|0|0|0|0|5|9|13|1|0|0|0|0|0|0|0|0|0,1087583799310277|0,22658055336143682|0,90631949673273127|91,720250378087613|0|0|0|15|9|4|62|1|1|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|8,7742623237758513E-2|0|0|0|22,280949395670572|0|miejska|20-25TYS|20-50TYS|0|0|0|institutional hub|0|3,0326746233613773|0
2899|0,17313432835820897|,263157894736|,201117318435|0|0|0|6460|5906|1191,4715074545798|294,21328215922307|190586435,83708683|35022525,22224725|8621607,9410406705|718897|4127260|624506|356177|3,7151702786377707E-3|1,2592711487881114E-7|24|2|1|1|3,0959752321981426E-4|1,0493926239900927E-8|6,7748604975999986E-7|2|0|0|0|1|0|0|1|0|0|2|0|2|0|0|0|0|0|2|1|0|0|0|0|0|1|0|0|1,0493926239900928E-3|2,8553052461356304E-3|1,1598764486144043E-2|200|16|4|2|12|1|1|2965|10|0|0|1|0|0|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|16,261292980659363|0|miejska|25-30TYS|200-500TYS|1|1|0|transport-institutinal hub|0|8,3245128124499903|0
2903|0,15522388059701492|,247368421052|,262569832402|0|0|0|9253|10624|1570,6625498468031|355,37851658423313|387701488,81560302|65749697,702013053|14869175,821793158|788410|4251077|589473|1720398|1,9453150329622824E-3|4,6427471957841993E-8|18|1|1|1|5,4036528693396737E-4|1,2896519988289442E-8|2,5692255400705039E-6|5|2|0|0|0|0|0|1|0|0|1|0|1|0|0|0|1|3|8|1|0|0|0|0|0|1|0|0|2,5793039976578885E-4|1,5209195402420583E-3|6,7253223176925508E-3|200|12|0|0|7|0|0|25199|10|2|1|1|1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|105,62725064161239|0|miejska|>35TYS|>500TYS|1|0|0|institutional hub|0|14,647192103222626|0
2905|0,23283582089552238|,257894736842|,273743016759|1|0|0|158|453|25,357106833736353|6,3392763173600661|3536572,0995421456|565853,47817305161|141463,36081629744|15909|92439|12708|27053|3,7974683544303799E-2|1,6965580882054622E-6|6|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5,6551936273515402E-2|0,17672419426114688|0,70689682065350301|200|3|0|0|0|0|0|309|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,95333344927285069|1,000000033300896|0,99999997161025633|0|200|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|0|11,422023435478506|0
2920|0,19701492537313434|,247368421052|,201117318435|0|0|0|7587|7746|2057,3868862420222|631,13164802984159|373327423,26717925|103307079,75939211|32187933,864587385|2350226|12278930|1635223|1720398|4,6131540793462504E-3|9,3751484136089169E-8|35|2|1|1|1,3180440226703572E-4|2,6786138324596902E-9|4,6437471383147848E-7|1|2|0|0|1|1|1|0|0|0|1|0|1|1|1|0|1|1|10|0|0|0|0|0|0|1|0|0|8,0358414973790706E-4|1,9359757382147577E-3|3,1067542396692412E-3|108,4134536820645|22|7|4|187|7|0|25199|8|0|0|1|0|0|0|0|0|0|1|0|0|0|0|1|1|0|25030|0|0|0|0|0|0|63,416782537497916|0|miejska|>35TYS|>500TYS|1|0|0|transport-institutinal hub|1|14,647192103222626|0
2926|0,18507462686567164|,242105263157|,078212290502|0|0|0|86|847|13,776536664504796|3,444134550525396|1767764,7699743751|282842,38213667722|70710,603426166184|47879|273695|39561|10696|0,15116279069767441|7,3539196055980026E-6|13|1|1|1|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2|0|0|0|0|0|0|0|0|0|5,6568612350753868E-2|0,35355380351618326|1,4142150562244444|74,575394450843135|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,35376131835654767|0,45261828639242557|0,36987889919198019|0|200|0|wiejska|20-25TYS|<20TYS|0|1|1|rural area|0|0|0
2939|0,14328358208955225|,247368421052|,262569832402|0|1|0|146|3411|23,38193376014533|5,8455152826442953|3520746,0670165694|563317,46980209916|140830,13460252914|55169|315339|46015|39832|0,49315068493150682|2,0450211014795449E-5|72|4|1|1|4,1095890410958902E-2|1,704184251232954E-6|2,1506265860392291E-8|6|12|2|0|1|0|0|1|0|0|3|0|3|1|0|0|1|5|8|1|0|0|0|0|0|1|0|0|0,14201535426941284|0,17751979187709432|0,71007529945373016|120,6138413240912|3|0|0|21|11|6|293|3|1|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|13,428751550094347|0|miejska|25-30TYS|20-50TYS|0|0|0|institutional hub|1|7,3558947579835312|0
2944|0,21194029850746268|,242105263157|,256983240223|1|0|0|603|2360|96,400730896928138|24,100189289408505|13741054,666610055|2198571,2087198729|549642,95190920611|97349|540630|72180|17927|3,6484245439469321E-2|1,6010415891480798E-6|22|1|1|1|1,658374792703151E-3|7,2774617688549088E-8|7,8769108141002984E-8|1|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0|0|0|0|7,2774617688549084E-3|4,5484085120092797E-2|0,18193629091876121|200|0|0|0|3|0|0|44|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|6,0294917825277898E-2|0|0|0|200|0|wiejska|20-25TYS|<20TYS|0|0|0|rural area|0|2,4543983934846878|0
2954|0,17313432835820897|,242105263157|,072625698324|0|0|0|592|3176|94,681727611529752|23,670447236466938|14051400,033908881|2248216,0172558185|562054,36840965855|127351|694688|96267|56397|0,13513513513513514|5,6933828520249769E-6|80|6|2|1|3,3783783783783786E-3|1,4233457130062442E-7|2,6719775532356748E-8|2|2|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|2|12|1|0|0|0|0|0|0|0|0|4,2700371390187328E-2|8,8959423144810076E-2|0,17791873103477787|159,11818491743364|8|4|2|9|3|1|151|25|4|2|1|1|1|1|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|57,544032130437607|0|miejska|20-25TYS|50-200TYS|0|0|0|transport-institutinal hub|0|2,6774473819529407|0
2992|0,18507462686567164|,231578947368|,245810055865|0|0|0|2770|2905|521,48000279938128|116,8653189906474|98013895,246174067|18483459,040368468|4153724,6506279237|110791|583621|76142|1720398|5,415162454873646E-3|1,5303952528695689E-7|15|1|1|1|1,0830324909747292E-3|3,0607905057391377E-8|1,3486411211684673E-6|3|2|1|1|0|0|0|1|0|0|0|0|0|0|0|0|1|3|4|1|0|0|0|0|0|0|0|0|1,0202635019130458E-3|5,4102427354964676E-3|2,4074778279990914E-2|71,95588577584482|13|4|0|6|4|1|25199|7|4|1|0|0|0|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|77,0915245176855|0|miejska|>35TYS|>500TYS|1|0|0|transport hub|1|14,647192103222626|0
3020|0,18805970149253731|,231578947368|,078212290502|0|0|0|5560|6779|862,4925145726553|164,66331942663444|251312620,40968606|38842806,340806983|7426462,1954259584|504597|2632007|338777|1720398|3,0575539568345324E-3|6,7644832051358407E-8|17|2|1|1|1,7985611510791367E-4|3,9791077677269653E-9|4,21595049474813E-7|1|2|0|0|2|1|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|0|0|0|0|0|7,9582155354539306E-4|2,5744792773879283E-3|1,3465361752139682E-2|117,18861919346648|8|3|2|4|1|1|25199|5|5|5|1|0|0|1|0|0|0|0|0|0|0|0|1|1|0|4470|0|0|0,21969136438345618|0|0|0|73,992496246554978|0|miejska|>35TYS|>500TYS|1|0|0|transport hub|1|14,647192103222626|0
3022|0,12835820895522387|,231578947368|,245810055865|0|0|0|219|3476|34,967810569003532|8,7419034943010718|4705806,4446234573|752926,2536074107|188230,50514910184|364073|2062117|303390|23773|0,26940639269406391|1,2537702239625577E-5|59|2|2|1|1,8264840182648401E-2|8,500137111610561E-7|4,4887162739023894E-8|4|6|2|1|0|0|0|1|0|0|2|2|2|0|0|0|1|2|6|1|0|0|0|0|0|1|1|0|4,2500685558052802E-2|0,26563026463981371|0,53126351608517253|105,00473605796327|0|0|0|14|11|4|272|6|3|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,11982804962590543|2,4726492862337555E-2|0|0|52,526771745600222|0|miejska|20-25TYS|20-50TYS|0|0|0|institutional hub|0|11,441551339755184|0
3026|0,2537313432835821|,221052631578|,234636871508|1|1|0|3809|4548|505,07700737717551|78,471542332272818|114753237,41170026|15145627,579905789|2345800,8707497483|614953|3428756|498281|117699|6,8259385665529011E-3|2,2657312844882784E-7|26|2|1|1|1,0501443948542925E-3|3,4857404376742747E-8|6,2091829520575355E-7|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|0|1,7428702188371373E-3|6,6025656231421754E-3|4,2629364344996042E-2|200|4|3|0|0|0|0|1039|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|39,444170573648357|0|miejska|25-30TYS|50-200TYS|1|0|0|transport hub|0|8,8276026134461638|0
3028|0,16716417910447762|,221052631578|,078212290502|0|1|0|551|2533|88,087017455329743|22,021744134998098|12797467,227269726|2047598,8685553498|511899,47936770809|267309|1521820|224438|57900|0,26860254083484575|1,1564788357858139E-5|148|1|1|1|3,2667876588021776E-2|1,4065283137935573E-6|2,0466740349504676E-7|18|1|1|1|0|0|0|1|0|0|3|2|3|0|0|0|0|1|6|1|0|0|0|0|0|1|1|1|7,8140461877419867E-3|4,8837690592471068E-2|0,19535085310795544|81,28133338104692|10|2|0|0|0|0|392|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,14848381960368298|0|0|0|56,17018742396673|0|miejska|20-25TYS|50-200TYS|0|0|0|neighbourhood|0|6,7702936096718478|0
3067|0,17313432835820897|,200000000000|,212290502793|0|0|0|385|3321|61,63322012291848|15,408299534927236|11291746,216246493|1806679,0079578611|451669,59088883182|258146|1421524|195484|77392|0,72467532467532469|2,4708313015269203E-5|279|1|1|1|0,12727272727272726|4,3394528234702187E-6|3,9288252823624529E-7|49|3|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|8,856026170347385E-3|5,5350175409982071E-2|0,22140078060870103|0,26679040578984492|0|0|0|0|0|0|782|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22239321881607316|0,51848144762244064|0,6858612014941784|0|200|0|miejska|25-30TYS|50-200TYS|0|0|0|neighbourhood|0|10,104403555923092|0
3081|0,18208955223880596|,184210526315|,195530726256|0|0|0|189|2084|30,166196952921645|7,5415464165642483|4240741,674455341|678518,51559242245|169629,56543128085|34162|195018|28626|22789|0,24338624338624337|1,0847159183754809E-5|46|1|1|1|1,5873015873015872E-2|7,0742342502748754E-7|3,5441196901377909E-8|3|2|0|0|0|0|0|1|1|0|3|2|3|1|0|0|1|4|16|1|1|0|0|0|0|1|1|1|0,04716156166849917|0,14737991329932806|0,58951987376582238|22,578454564635027|0|0|0|14|5|0|30|6|4|2|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,1624282931432639|4,7198144595271344E-2|0|0|70,431135080780507|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|institutional hub|0|1,3164245908113563|0
3096|0,14925373134328357|,184210526315|,195530726256|0|0|0|1428|1471|142,66983296813518|34,258069559492675|65527458,774930134|6778401,9961872501|1639724,8229953672|304888|1580355|201670|1720398|8,4033613445378148E-3|1,8312933576772594E-7|12|2|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|4|0|0|0|0|0|0|0|0|0|3,0521555961287652E-3|1,4752739665816295E-2|6,0985842622864612E-2|200|3|2|1|1|1|0|25199|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,30699679996296908|0,29649348152669747|1,0308364974531305E-2|0|100,66276654206381|0|miejska|>35TYS|>500TYS|1|0|0|neighbourhood|0|14,647192103222626|0
3161|0,16119402985074627|,168421052631|,178770949720|0|0|0|1310|2953|228,63284353507021|47,905689768156016|57390256,230736978|10021737,499814499|2099377,1244145352|278504|1506134|195048|1720398|6,8702290076335876E-3|1,5682104578546549E-7|9|7|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|1|0|0|3|3|0|0|0|0|0|0|1|0|0|1,2197192449980649E-2|1,9956619299168629E-2|9,5266351945115665E-2|56,032267921607698|1|0|0|5|3|0|25199|15|7|1|0|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|1,6536501897387184E-2|0|0|0|91,469004642618302|0|miejska|>35TYS|>500TYS|1|0|0|neighbourhood|0|14,647192103222626|0
3163|0,14029850746268657|,184210526315|,122905027932|0|0|0|9129|9628|2567,7100103263542|657,47116321034503|272692788,07808918|76143637,288914531|19466678,896750413|1990352|10750108|1445709|247324|4,7102639938657025E-3|1,5768660514661791E-7|43|3|1|1|6,5724613867893531E-4|2,2002782113481565E-8|8,96724460216254E-7|6|3|1|1|0|0|0|3|1|0|5|5|5|1|0|0|0|1|3|1|1|0|1|0|0|1|1|1|1,4668521408987712E-3|1,313307369604192E-3|5,1369830740205548E-3|28,028742620551487|13|6|2|10|7|3|2893|8|3|1|0|0|0|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|0|0|0|0|49,415894959117267|0|miejska|25-30TYS|200-500TYS|0|0|0|transport hub|1|11,697206902686355|0
3187|0,18208955223880596|,173684210526|,094972067039|0|0|0|11819|10916|1974,4212943821617|641,35013590710844|358083394,8687768|59921151,881227188|19423482,716676928|1409516|7906730|1148979|117699|3,1305525002115237E-3|1,0332788543171352E-7|37|5|1|1|5,076571621964633E-4|1,675587331325084E-8|3,0262780542269417E-6|6|3|0|0|2|1|1|2|0|0|3|0|3|0|0|0|0|1|2|1|0|0|1|0|0|1|0|0|1,3963227761042366E-3|1,6688597742282253E-3|5,1484072891902332E-3|14,30015348076166|7|0|0|7|5|4|1039|2|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17,294167587497007|0|miejska|25-30TYS|50-200TYS|1|0|0|neighbourhood|0|8,8276026134461638|0
3226|0,16119402985074627|,147368421052|,150837988826|1|0|0|10387|10275|1496,1170278539782|362,73585603754452|331520535,00435215|48120379,527098678|11651459,468482146|1935120|10354593|1410399|551627|4,9099836333878887E-3|1,538366243265458E-7|51|10|1|1|8,6646770000962741E-4|2,7147639587037494E-8|5,0285149575308798E-6|9|4|0|0|3|0|0|5|0|0|1|0|1|5|2|0|0|1|21|1|0|0|1|0|0|1|0|0|4,2229661579836104E-3|6,2343647940485787E-3|8,5826157890782368E-3|95,446022939636777|13|0|0|60|12|2|8054|56|7|1|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|54787|1820|0|0|0|0|0|78,115078549905206|0|miejska|30-35TYS|>500TYS|1|0|0|institutional hub|0|14,600445590951857|0
3228|0,2298507462686567|,136842105263|,145251396648|1|0|0|60|1837|9,6698097860107168|2,4174622866189468|1436627,2205591721|229859,85417312264|57465,197451469183|29510|168691|23067|12249|0,46666666666666667|1,9490094298158767E-5|28|2|1|1|1,6666666666666666E-2|6,9607479636281316E-7|6,2821693505091427E-9|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|14|0|0|0|0|0|0|0|0|0|0,13921495927256264|0,43504769617004713|1,7401837013516319|200|1|0|0|3|1|0|145|0|0|0|0|0|0|1|1|0|0|1|0|1|0|0|0|0|0|0|0|0|0,29831620849231238|0,16936197915130305|6,9646120087791765E-5|0|125,29097758318699|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|neighbourhood|0|11,837701036819333|0
3244|0,22089552238805971|,168421052631|,100558659217|1|0|0|44|3041|7,0012084090679982|1,7503146973079109|970137,01953326201|155221,31049036438|38805,606862779612|15547|90705|13220|21122|1,3409090909090908|6,0816151545670539E-5|59|2|1|1|4,5454545454545456E-2|2,0615644591752725E-6|5,2754676327188912E-9|2|1|1|0|1|0|0|1|0|0|1|1|1|0|0|0|5|15|25|1|0|0|0|0|0|1|1|0|0,20615644591752724|0,6442414362054214|2,5769472013054631|145,1252529226706|0|0|0|8|6|2|75|5|3|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0,10747054725917415|4,4293526031603846E-4|0|0|101,46431816068596|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|0|3,5508001136256038|0
3256|0,23880597014925373|,152631578947|,162011173184|1|0|0|1941|6650|310,55836162326477|77,639937588145415|57962809,029500514|9274024,9664509706|2318516,6093180981|98938|534654|68398|26411|0,0190623390005152|6,3834035340089598E-7|37|6|1|1|0|0|0|0|2|0|0|1|0|0|1|0|0|0|0|0|2|0|0|2|4|15|0|0|0|1|0|0|0|0|0|0,0138019535870464|1,0782804700413534E-2|4,3131025931882852E-2|200|0|0|0|16|1|0|286|8|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|65,264911241349907|0|miejsko-wiejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|10,828821324448146|0
3261|0,23582089552238805|,157894736842|,167597765363|1|0|0|888|5265|142,05010405659991|35,512684242655034|22437902,8153552|3590057,9263210255|897518,48051783221|229941|1316096|186528|60152|0,12274774774774774|4,8578515067551999E-6|109|2|1|1|3,3783783783783786E-3|1,3370233504830826E-7|5,5813187013041358E-8|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|0|0|0|0|0|0|0|0|0|8,913489003220549E-3|2,7854703754732098E-2|0,11141831858693764|200|8|0|0|16|1|0|205|16|3|2|1|1|0|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|52,46241842452099|0|miejska|25-30TYS|50-200TYS|0|0|0|institutional hub|1|3,408032983109456|0
3278|0,22089552238805971|,157894736842|,078212290502|1|0|0|311|1992|49,680983655864537|12,420312286923174|9110650,4050942976|1457698,4940790404|364426,57098038588|24751|139953|19123|38697|0,27652733118971062|9,4395017014276357E-6|86|2|1|1|3,2154340836012861E-3|1,0976164769101902E-7|7,3738846472484557E-9|1|7|2|0|2|0|0|0|0|0|2|1|2|0|0|0|0|1|11|0|0|0|0|0|0|1|1|0|2,1952329538203804E-2|6,8601291972369791E-2|0,2744037014945932|179,4725081848739|0|0|0|8|1|1|119|4|2|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|65,128273292444248|0|miejska|30-35TYS|20-50TYS|0|1|1|neighbourhood|0|3,0751737860816082|0
3281|0,15820895522388059|,152631578947|,162011173184|0|1|0|817|1507|133,31726375808896|33,329302266872588|24264327,758058496|3958303,0814314117|989575,36440524238|167515|944977|123772|26753|0,12362301101591187|4,1624891077584705E-6|101|1|1|1|3,6719706242350062E-3|1,2363829032945953E-7|2,6150544728853075E-8|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4,1212763443153177E-3|2,5263350972062944E-2|0,10105344534329863|200|0|0|0|0|0|0|118|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,50499855989936726|0,54761078509757022|0,46517787846251796|0|200|0|miejska|30-35TYS|20-50TYS|0|0|0|neighbourhood|0|4,4107202930512468|0
3305|0,20895522388059701|,142105263157|,150837988826|0|1|0|300||13,030745440263587|3,257685839196252|1732664,0087803318|277226,21480952087|69306,542620994223|27510|181039|26386|10699|7,3333333333333334E-2|1,2697210704738066E-5|22|1|1|1|6,6666666666666671E-3|1,1542918822489151E-6|2,0364372228321909E-8|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5,7714594112445755E-2|0,36071624780762135|1,4428652219293963|200|0|0|0|1|1|1|50|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1,0000000310396904|0,99999993510219254|0,99999977521276384|0|0,42264451182594581|0|wiejska|<20TYS|<20TYS|0|1|1|rural area|1|4,6733339564445275|0
3314|0,17910447761194029|,152631578947|,039106145251|0|0|0|46|1125|7,3948547121596393|1,8487138610963163|940510,50189521443|150481,68924349183|37620,426035981618|8130|48074|6689|8515|0,13043478260869565|6,3795140914529424E-6|6|1|1|1|2,1739130434782608E-2|1,0632523485754905E-6|1,7131404121880973E-8|1|2|0|0|0|0|0|0|0|0|2|0|2|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0,10632523485754905|0,66453267837917296|2,6581304503132466|200|0|0|0|1|0|0|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,19708139687491691|0|0|0|200|0|wiejska|20-25TYS|<20TYS|0|0|0|rural area|1|7,0463887257780389|0
3317|0,18507462686567164|,152631578947|,162011173184|0|0|0|3990|4634|153,78714140823186|20,276026091823912|155630311,88577384|5749641,3574016578|730176,75858994632|789844|4201175|568907|1720398|4,7619047619047623E-3|1,2208418636303452E-7|19|1|1|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|2|1|1|0|0|2|0|0|0|1|1|0|0|0|0|1,9276450478373872E-3|3,4784778313613415E-2|0,27390628042752629|136,94612651986446|31|12|5|4|2|0|25199|3|1|1|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|87,02501811023393|0|miejska|>35TYS|>500TYS|1|0|0|transport hub|0|14,647192103222626|0
